Tijd (s),Spanning (V)
0.0026999990000000007,-0.02
0.002709999000000002,0.008
0.0027199990000000016,-0.016
0.002729999000000001,0.016
0.0027399990000000008,-0.016
0.0027499990000000004,0.008
0.0027599990000000017,-0.016
0.0027699990000000013,0.024
0.002779999000000001,0.004
0.0027899990000000005,-0.02
0.002799999000000002,-0.02
0.0028099990000000014,0.02
0.002819999000000001,0.008
0.0028299990000000006,-0.016
0.002839999000000002,-0.016
0.0028499990000000015,0.016
0.002859999000000001,-0.012
0.0028699990000000007,0.016
0.002879999000000002,0.016
0.0028899990000000016,-0.008
0.002899999000000001,0.0
0.002909999000000001,0.024
0.0029199990000000004,-0.004
0.0029299990000000017,0.024
0.0029399990000000013,0.024
0.002949999000000001,-0.008
0.0029599990000000005,0.02
0.002969999000000002,-0.008
0.0029799990000000014,-0.008
0.002989999000000001,0.016
0.0029999990000000006,0.02
0.003009999000000002,-0.008
0.0030199990000000015,0.0
0.003029999000000001,0.032
0.0030399990000000007,0.032
0.003049999000000002,0.008
0.0030599990000000016,0.028
0.003069999000000001,0.0
0.003079999000000001,0.02
0.0030899990000000004,-0.012
0.0030999990000000017,0.012
0.0031099990000000013,-0.02
0.003119999000000001,-0.024
0.0031299990000000005,0.008
0.003139999000000002,0.012
0.0031499990000000014,-0.028
0.003159999000000001,-0.02
0.0031699990000000006,0.0
0.003179999000000002,-0.024
0.0031899990000000015,0.016
0.003199999000000001,-0.012
0.0032099990000000007,0.02
0.003219999000000002,0.016
0.0032299990000000016,-0.012
0.0032399990000000012,-0.008
0.003249999000000001,0.016
0.0032599990000000004,-0.016
0.0032699990000000017,0.02
0.0032799990000000013,0.02
0.003289999000000001,-0.02
0.0032999990000000005,-0.016
0.003309999000000002,0.02
0.0033199990000000014,-0.008
0.003329999000000001,0.016
0.0033399990000000006,0.02
0.003349999000000002,-0.012
0.0033599990000000015,0.004
0.003369999000000001,-0.02
0.0033799990000000007,-0.012
0.003389999000000002,0.012
0.0033999990000000016,0.0
0.0034099990000000012,0.028
0.003419999000000001,0.016
0.0034299990000000004,-0.016
0.0034399990000000017,-0.012
0.0034499990000000013,0.016
0.003459999000000001,0.016
0.0034699990000000005,-0.016
0.003479999000000002,-0.02
0.0034899990000000014,0.016
0.003499999000000001,-0.004
0.0035099990000000006,0.016
0.003519999000000002,0.02
0.0035299990000000015,-0.008
0.003539999000000001,-0.008
0.0035499990000000007,0.016
0.003559999000000002,0.016
0.0035699990000000017,-0.02
0.0035799990000000012,-0.02
0.003589999000000001,0.008
0.0035999990000000004,-0.008
0.0036099990000000018,0.016
0.0036199990000000013,-0.008
0.003629999000000001,0.016
0.0036399990000000005,0.02
0.003649999000000002,-0.008
0.0036599990000000015,0.02
0.003669999000000001,-0.008
0.0036799990000000006,0.016
0.003689999000000002,-0.008
0.0036999990000000016,0.02
0.003709999000000001,-0.016
0.0037199990000000007,-0.024
0.003729999000000002,0.016
0.0037399990000000017,0.02
0.0037499990000000013,-0.004
0.003759999000000001,0.028
0.0037699990000000004,-0.008
0.0037799990000000018,-0.008
0.0037899990000000014,0.02
0.003799999000000001,-0.016
0.0038099990000000005,0.016
0.003819999000000002,-0.008
0.0038299990000000015,0.016
0.003839999000000001,-0.008
0.0038499990000000006,0.016
0.003859999000000002,0.012
0.0038699990000000016,-0.016
0.003879999000000001,-0.004
0.0038899990000000008,0.02
0.003899999000000002,0.024
0.003909999000000002,-0.008
0.003919999000000001,0.016
0.003929999000000001,-0.012
0.0039399990000000005,-0.008
0.003949999000000002,0.016
0.003959999000000001,0.012
0.003969999000000001,-0.012
0.0039799990000000006,-0.012
0.003989999000000002,0.016
0.0039999990000000015,-0.008
0.004009999000000001,0.016
0.004019999000000001,0.016
0.004029999000000002,-0.016
0.004039999000000002,-0.004
0.004049999000000001,0.02
0.004059999000000001,0.012
0.004069999000000002,-0.016
0.004079999000000002,-0.012
0.004089999000000001,0.012
0.004099999000000001,-0.012
0.0041099990000000005,0.016
0.004119999000000002,-0.008
0.004129999000000001,0.02
0.004139999000000001,0.012
0.004149999000000001,-0.016
0.004159999000000002,-0.012
0.0041699990000000015,0.012
0.004179999000000001,-0.016
0.004189999000000001,0.016
0.004199999000000002,-0.008
0.004209999000000002,0.028
0.004219999000000001,0.0
0.004229999000000001,0.032
0.004239999000000002,0.02
0.004249999000000002,-0.024
0.004259999000000001,-0.016
0.004269999000000001,0.012
0.0042799990000000005,-0.02
0.004289999000000002,0.012
0.004299999000000001,0.004
0.004309999000000001,0.028
0.004319999000000001,0.02
0.004329999000000002,-0.004
0.0043399990000000015,-0.016
0.004349999000000001,0.016
0.004359999000000001,0.012
0.004369999000000002,-0.008
0.004379999000000002,-0.008
0.004389999000000001,0.02
0.004399999000000001,0.016
0.004409999000000002,-0.012
0.004419999000000002,-0.012
0.004429999000000001,0.016
0.004439999000000001,0.024
0.0044499990000000005,-0.004
0.004459999000000002,0.012
0.004469999000000001,-0.016
0.004479999000000001,-0.016
0.004489999000000001,0.016
0.004499999000000002,0.016
0.0045099990000000015,-0.016
0.004519999000000001,-0.008
0.004529999000000001,0.02
0.004539999000000002,0.02
0.004549999000000002,-0.024
0.004559999000000001,-0.02
0.004569999000000001,0.016
0.004579999000000002,-0.012
0.004589999000000002,0.02
0.004599999000000001,0.012
0.004609999000000001,-0.016
0.0046199990000000005,0.016
0.004629999000000002,-0.012
0.004639999000000001,0.008
0.004649999000000001,-0.016
0.004659999000000001,-0.024
0.004669999000000002,0.012
0.0046799990000000015,-0.012
0.004689999000000001,0.016
0.004699999000000001,0.012
0.004709999000000002,-0.016
0.004719999000000002,-0.016
0.004729999000000001,0.02
0.004739999000000001,-0.008
0.004749999000000002,0.024
0.004759999000000002,0.016
0.004769999000000001,-0.008
0.004779999000000001,0.016
0.0047899990000000005,-0.012
0.004799999000000002,0.016
0.004809999000000001,-0.016
0.004819999000000001,-0.016
0.004829999000000001,0.004
0.004839999000000002,-0.016
0.0048499990000000015,0.016
0.004859999000000001,-0.012
0.004869999000000001,0.02
0.004879999000000002,0.024
0.004889999000000002,-0.012
0.004899999000000001,0.02
0.004909999000000001,-0.02
0.004919999000000002,0.02
0.004929999000000002,-0.012
0.004939999000000001,0.02
0.004949999000000001,-0.008
0.0049599990000000005,-0.008
0.004969999000000002,0.024
0.0049799990000000014,0.016
0.004989999000000001,-0.012
0.004999999000000001,-0.012
0.005009999000000002,0.016
0.0050199990000000016,0.02
0.005029999000000001,-0.02
0.005039999000000001,-0.012
0.005049999000000002,0.02
0.005059999000000002,0.012
0.005069999000000001,-0.016
0.005079999000000001,0.012
0.005089999000000002,-0.012
0.005099999000000002,-0.012
0.005109999000000001,0.016
0.005119999000000001,-0.024
0.0051299990000000005,0.012
0.005139999000000002,-0.012
0.0051499990000000015,0.012
0.005159999000000001,-0.008
0.005169999000000001,0.02
0.005179999000000002,-0.008
0.0051899990000000016,0.02
0.005199999000000001,-0.012
0.005209999000000001,0.024
0.005219999000000002,0.024
0.005229999000000002,-0.02
0.005239999000000001,0.02
0.005249999000000001,-0.004
0.005259999000000002,-0.004
0.005269999000000002,0.028
0.005279999000000001,-0.008
0.005289999000000001,0.024
0.0052999990000000005,-0.016
0.005309999000000002,0.02
0.0053199990000000015,0.02
0.005329999000000001,-0.012
0.005339999000000001,-0.012
0.005349999000000002,0.024
0.005359999000000002,-0.004
0.005369999000000001,0.024
0.005379999000000001,-0.024
0.005389999000000002,0.016
0.005399999000000002,-0.004
0.005409999000000001,-0.048
0.005419999000000001,-0.036
0.005429999000000002,-0.06
0.005439999000000002,-0.064
0.005449999000000001,-0.036
0.005459999000000001,-0.052
0.0054699990000000006,-0.032
0.005479999000000002,-0.04
0.0054899990000000015,-0.064
0.005499999000000001,-0.056
0.005509999000000001,0.02
0.005519999000000002,0.0
0.005529999000000002,0.048
0.005539999000000001,0.048
0.005549999000000001,0.02
0.005559999000000002,0.032
0.005569999000000002,0.056
0.005579999000000001,0.036
0.005589999000000001,0.06
0.005599999000000002,0.052
0.005609999000000002,0.024
0.005619999000000001,0.06
0.005629999000000001,0.02
0.005639999000000001,0.044
0.005649999000000002,0.02
0.0056599990000000015,0.036
0.005669999000000001,0.008
0.005679999000000001,0.036
0.005689999000000002,0.004
0.005699999000000002,0.032
0.005709999000000001,0.0
0.005719999000000001,-0.004
0.005729999000000002,0.032
0.005739999000000002,0.02
0.005749999000000001,-0.004
0.005759999000000001,0.012
0.005769999000000002,-0.012
0.005779999000000002,-0.008
0.005789999000000001,0.016
0.005799999000000001,0.012
0.005809999000000001,-0.016
0.005819999000000002,-0.016
0.0058299990000000015,0.02
0.005839999000000001,0.02
0.005849999000000001,-0.012
0.005859999000000002,-0.012
0.005869999000000002,0.016
0.005879999000000001,-0.004
0.005889999000000001,0.024
0.005899999000000002,0.0
0.005909999000000002,0.02
0.005919999000000001,0.016
0.005929999000000001,-0.016
0.005939999000000002,0.004
0.005949999000000002,-0.016
0.005959999000000001,-0.032
0.005969999000000001,0.012
0.005979999000000001,-0.012
0.005989999000000002,0.016
0.0059999990000000015,0.012
0.006009999000000001,-0.016
0.006019999000000001,-0.016
0.006029999000000002,0.012
0.006039999000000002,-0.028
0.006049999000000001,0.0
0.006059999000000001,-0.028
0.006069999000000002,0.004
0.006079999000000002,0.012
0.006089999000000001,-0.02
0.006099999000000001,0.016
0.006109999000000002,-0.012
0.006119999000000002,0.012
0.006129999000000001,-0.02
0.006139999000000001,0.008
0.006149999000000001,-0.028
0.006159999000000002,-0.02
0.0061699990000000015,0.012
0.006179999000000001,-0.016
0.006189999000000001,0.016
0.006199999000000002,0.028
0.006209999000000002,-0.004
0.006219999000000001,0.02
0.006229999000000001,-0.004
0.006239999000000002,-0.012
0.006249999000000002,0.02
0.006259999000000001,0.02
0.006269999000000001,-0.004
0.006279999000000002,0.028
0.006289999000000002,-0.02
0.0062999990000000014,0.02
0.006309999000000001,-0.008
0.006319999000000001,0.016
0.006329999000000002,-0.004
0.0063399990000000015,-0.012
0.006349999000000001,0.02
0.006359999000000001,-0.004
0.006369999000000002,0.028
0.006379999000000002,0.024
0.006389999000000001,-0.004
0.006399999000000001,0.016
0.006409999000000002,-0.008
0.006419999000000002,0.02
0.006429999000000001,-0.004
0.006439999000000001,0.008
0.006449999000000002,-0.016
0.006459999000000002,0.016
0.0064699990000000015,-0.016
0.006479999000000001,0.012
0.006489999000000001,-0.024
0.006499999000000002,-0.02
0.0065099990000000016,0.012
0.006519999000000001,0.008
0.006529999000000001,-0.016
0.006539999000000002,0.016
0.006549999000000002,-0.012
0.006559999000000001,-0.012
0.006569999000000001,0.016
0.006579999000000002,-0.008
0.006589999000000002,0.016
0.006599999000000001,0.024
0.006609999000000001,-0.008
0.006619999000000002,-0.016
0.006629999000000002,0.012
0.0066399990000000015,0.016
0.006649999000000001,-0.016
0.006659999000000001,-0.012
0.006669999000000002,0.02
0.006679999000000002,0.024
0.006689999000000001,-0.008
0.006699999000000001,0.016
0.006709999000000002,-0.012
0.006719999000000002,0.016
0.006729999000000001,-0.016
0.006739999000000001,0.012
0.006749999000000002,-0.02
0.006759999000000002,-0.016
0.006769999000000001,0.02
0.006779999000000001,-0.02
0.006789999000000002,0.016
0.006799999000000002,0.008
0.0068099990000000015,-0.02
0.006819999000000001,-0.012
0.006829999000000001,0.016
0.006839999000000002,-0.012
0.006849999000000002,0.012
0.006859999000000001,0.016
0.006869999000000001,-0.016
0.006879999000000002,-0.016
0.006889999000000002,0.016
0.006899999000000001,0.004
0.006909999000000001,0.024
0.006919999000000002,0.02
0.006929999000000002,-0.012
0.006939999000000001,-0.004
0.006949999000000001,0.02
0.006959999000000002,-0.012
0.006969999000000002,0.016
0.0069799990000000015,0.016
0.006989999000000001,-0.008
